benchmark,type,lut,dsp,latency,meet_timing,source
linear-algebra-syr2k,hls,630,12,6421,1,results/08_11_16-08_2020/
linear-algebra-syr2k,hls_total,670,12,6421,1,results/08_11_16-08_2020/
linear-algebra-syr2k,futil,882,15,0,1,results/08_11_16-08_2020/

