benchmark,type,key,value
atax,resource-sharing-unrolled,carry8,16
atax,resource-sharing-unrolled,f7_muxes,256
atax,resource-sharing-unrolled,f8_muxes,0
atax,resource-sharing-unrolled,f9_muxes,0
atax,resource-sharing-unrolled,clb,5046
atax,resource-sharing-unrolled,cell_lut1,4
atax,resource-sharing-unrolled,cell_lut2,339
atax,resource-sharing-unrolled,cell_lut3,105
atax,resource-sharing-unrolled,cell_lut4,218
atax,resource-sharing-unrolled,cell_lut5,108
atax,resource-sharing-unrolled,cell_lut6,1116
atax,resource-sharing-unrolled,cell_fdre,3047
gramschmidt,resource-sharing-unrolled,lut,6387
gramschmidt,resource-sharing-unrolled,dsp,36
gramschmidt,resource-sharing-unrolled,meet_timing,1
gramschmidt,resource-sharing-unrolled,registers,795
gramschmidt,resource-sharing-unrolled,muxes,1104
gramschmidt,resource-sharing-unrolled,clb_registers,14202
gramschmidt,resource-sharing-unrolled,carry8,91
gramschmidt,resource-sharing-unrolled,f7_muxes,1248
gramschmidt,resource-sharing-unrolled,f8_muxes,0
gramschmidt,resource-sharing-unrolled,f9_muxes,0
gramschmidt,resource-sharing-unrolled,clb,21928
gramschmidt,resource-sharing-unrolled,cell_lut1,22
gramschmidt,resource-sharing-unrolled,cell_lut2,779
gramschmidt,resource-sharing-unrolled,cell_lut3,530
gramschmidt,resource-sharing-unrolled,cell_lut4,829
gramschmidt,resource-sharing-unrolled,cell_lut5,750
gramschmidt,resource-sharing-unrolled,cell_lut6,4208
gramschmidt,resource-sharing-unrolled,cell_fdre,14197
doitgen,resource-sharing-unrolled,lut,7118
doitgen,resource-sharing-unrolled,dsp,12
doitgen,resource-sharing-unrolled,meet_timing,1
doitgen,resource-sharing-unrolled,registers,824
doitgen,resource-sharing-unrolled,muxes,1142
doitgen,resource-sharing-unrolled,clb_registers,19495
doitgen,resource-sharing-unrolled,carry8,24
doitgen,resource-sharing-unrolled,f7_muxes,2304
doitgen,resource-sharing-unrolled,f8_muxes,1120
doitgen,resource-sharing-unrolled,f9_muxes,0
doitgen,resource-sharing-unrolled,clb,30061
doitgen,resource-sharing-unrolled,cell_lut1,4
doitgen,resource-sharing-unrolled,cell_lut2,377
doitgen,resource-sharing-unrolled,cell_lut3,241
doitgen,resource-sharing-unrolled,cell_lut4,469
doitgen,resource-sharing-unrolled,cell_lut5,202
doitgen,resource-sharing-unrolled,cell_lut6,6148
doitgen,resource-sharing-unrolled,cell_fdre,19495
syrk,resource-sharing-unrolled,lut,2286
syrk,resource-sharing-unrolled,dsp,27
syrk,resource-sharing-unrolled,meet_timing,1
syrk,resource-sharing-unrolled,registers,315
syrk,resource-sharing-unrolled,muxes,389
syrk,resource-sharing-unrolled,clb_registers,4503
syrk,resource-sharing-unrolled,carry8,34
syrk,resource-sharing-unrolled,f7_muxes,256
syrk,resource-sharing-unrolled,f8_muxes,0
syrk,resource-sharing-unrolled,f9_muxes,0
syrk,resource-sharing-unrolled,clb,7079
syrk,resource-sharing-unrolled,cell_lut1,3
syrk,resource-sharing-unrolled,cell_lut2,341
syrk,resource-sharing-unrolled,cell_lut3,440
syrk,resource-sharing-unrolled,cell_lut4,131
syrk,resource-sharing-unrolled,cell_lut5,450
syrk,resource-sharing-unrolled,cell_lut6,1288
syrk,resource-sharing-unrolled,cell_fdre,4503
2mm,resource-sharing-unrolled,lut,7565
2mm,resource-sharing-unrolled,dsp,84
2mm,resource-sharing-unrolled,meet_timing,1
2mm,resource-sharing-unrolled,registers,986
2mm,resource-sharing-unrolled,muxes,1254
2mm,resource-sharing-unrolled,clb_registers,14451
2mm,resource-sharing-unrolled,carry8,88
2mm,resource-sharing-unrolled,f7_muxes,1024
2mm,resource-sharing-unrolled,f8_muxes,480
2mm,resource-sharing-unrolled,f9_muxes,0
2mm,resource-sharing-unrolled,clb,23608
2mm,resource-sharing-unrolled,cell_lut1,9
2mm,resource-sharing-unrolled,cell_lut2,532
2mm,resource-sharing-unrolled,cell_lut3,1178
2mm,resource-sharing-unrolled,cell_lut4,665
2mm,resource-sharing-unrolled,cell_lut5,755
2mm,resource-sharing-unrolled,cell_lut6,5418
2mm,resource-sharing-unrolled,cell_fdre,14451
mvt,resource-sharing-unrolled,lut,2303
mvt,resource-sharing-unrolled,dsp,24
mvt,resource-sharing-unrolled,meet_timing,1
mvt,resource-sharing-unrolled,registers,370
mvt,resource-sharing-unrolled,muxes,501
mvt,resource-sharing-unrolled,clb_registers,3775
mvt,resource-sharing-unrolled,carry8,32
mvt,resource-sharing-unrolled,f7_muxes,128
mvt,resource-sharing-unrolled,f8_muxes,64
mvt,resource-sharing-unrolled,f9_muxes,0
mvt,resource-sharing-unrolled,clb,6302
mvt,resource-sharing-unrolled,cell_lut1,7
mvt,resource-sharing-unrolled,cell_lut2,370
mvt,resource-sharing-unrolled,cell_lut3,133
mvt,resource-sharing-unrolled,cell_lut4,428
mvt,resource-sharing-unrolled,cell_lut5,212
mvt,resource-sharing-unrolled,cell_lut6,1325
mvt,resource-sharing-unrolled,cell_fdre,3775
