benchmark,type,key,value
syrk,all-unrolled,f8_muxes,0
syrk,all-unrolled,f9_muxes,0
syrk,all-unrolled,clb,6961
syrk,all-unrolled,cell_lut1,2
syrk,all-unrolled,cell_lut2,297
syrk,all-unrolled,cell_lut3,431
syrk,all-unrolled,cell_lut4,143
syrk,all-unrolled,cell_lut5,485
syrk,all-unrolled,cell_lut6,1304
syrk,all-unrolled,cell_fdre,4350
2mm,all-unrolled,lut,7360
2mm,all-unrolled,dsp,84
2mm,all-unrolled,meet_timing,1
2mm,all-unrolled,registers,940
2mm,all-unrolled,muxes,1224
2mm,all-unrolled,clb_registers,13904
2mm,all-unrolled,carry8,88
2mm,all-unrolled,f7_muxes,1268
2mm,all-unrolled,f8_muxes,570
2mm,all-unrolled,f9_muxes,0
2mm,all-unrolled,clb,23190
2mm,all-unrolled,cell_lut1,3
2mm,all-unrolled,cell_lut2,857
2mm,all-unrolled,cell_lut3,1891
2mm,all-unrolled,cell_lut4,1099
2mm,all-unrolled,cell_lut5,614
2mm,all-unrolled,cell_lut6,4372
2mm,all-unrolled,cell_fdre,13904
mvt,all-unrolled,lut,2582
mvt,all-unrolled,dsp,24
mvt,all-unrolled,meet_timing,1
mvt,all-unrolled,registers,326
mvt,all-unrolled,muxes,495
mvt,all-unrolled,clb_registers,3206
mvt,all-unrolled,carry8,32
mvt,all-unrolled,f7_muxes,256
mvt,all-unrolled,f8_muxes,96
mvt,all-unrolled,f9_muxes,0
mvt,all-unrolled,clb,6172
mvt,all-unrolled,cell_lut1,5
mvt,all-unrolled,cell_lut2,368
mvt,all-unrolled,cell_lut3,440
mvt,all-unrolled,cell_lut4,651
mvt,all-unrolled,cell_lut5,255
mvt,all-unrolled,cell_lut6,1161
mvt,all-unrolled,cell_fdre,3206
