benchmark,type,key,value
doitgen,futil-unrolled,latency,23058
3mm,futil-unrolled,latency,4968
gemver,futil-unrolled,latency,1722
atax,futil-unrolled,latency,1786
2mm,futil-unrolled,latency,3999
syrk,futil-unrolled,latency,5262
gesummv,futil-unrolled,latency,1693
mvt,futil-unrolled,latency,921
gemm,futil-unrolled,latency,2393
syr2k,futil-unrolled,latency,10407
gramschmidt,futil-unrolled,latency,7364
