benchmark,type,key,value
mvt,minimize-regs-unrolled,registers,326
mvt,minimize-regs-unrolled,muxes,574
mvt,minimize-regs-unrolled,clb_registers,3206
mvt,minimize-regs-unrolled,carry8,48
mvt,minimize-regs-unrolled,f7_muxes,256
mvt,minimize-regs-unrolled,f8_muxes,96
mvt,minimize-regs-unrolled,f9_muxes,0
mvt,minimize-regs-unrolled,clb,6133
mvt,minimize-regs-unrolled,cell_lut1,8
mvt,minimize-regs-unrolled,cell_lut2,571
mvt,minimize-regs-unrolled,cell_lut3,573
mvt,minimize-regs-unrolled,cell_lut4,619
mvt,minimize-regs-unrolled,cell_lut5,155
mvt,minimize-regs-unrolled,cell_lut6,1104
mvt,minimize-regs-unrolled,cell_fdre,3206
