benchmark,type,lut,dsp,latency,meet_timing,source
linear-algebra-cholesky,hls,863,6,1881,1,results/08_10_57-08_2020
linear-algebra-cholesky,hls_total,903,6,1881,1,results/08_10_57-08_2020
linear-algebra-cholesky,futil,841,6,0,1,results/08_10_57-08_2020
linear-algebra-gramschmidt,hls,1252,9,12841,1,results/08_10_57-08_2020
linear-algebra-gramschmidt,hls_total,1292,9,12841,1,results/08_10_57-08_2020
linear-algebra-gramschmidt,futil,1105,9,0,1,results/08_10_57-08_2020

