benchmark,type,key,value
2mm,none-unrolled,muxes,1766
2mm,none-unrolled,clb_registers,14457
2mm,none-unrolled,carry8,120
2mm,none-unrolled,f7_muxes,1088
2mm,none-unrolled,f8_muxes,512
2mm,none-unrolled,f9_muxes,0
2mm,none-unrolled,clb,23173
2mm,none-unrolled,cell_lut1,3
2mm,none-unrolled,cell_lut2,1270
2mm,none-unrolled,cell_lut3,1386
2mm,none-unrolled,cell_lut4,468
2mm,none-unrolled,cell_lut5,967
2mm,none-unrolled,cell_lut6,4268
2mm,none-unrolled,cell_fdre,14457
mvt,none-unrolled,lut,2406
mvt,none-unrolled,dsp,24
mvt,none-unrolled,meet_timing,1
mvt,none-unrolled,registers,370
mvt,none-unrolled,muxes,600
mvt,none-unrolled,clb_registers,3775
mvt,none-unrolled,carry8,48
mvt,none-unrolled,f7_muxes,0
mvt,none-unrolled,f8_muxes,0
mvt,none-unrolled,f9_muxes,0
mvt,none-unrolled,clb,6229
mvt,none-unrolled,cell_lut1,1
mvt,none-unrolled,cell_lut2,447
mvt,none-unrolled,cell_lut3,370
mvt,none-unrolled,cell_lut4,337
mvt,none-unrolled,cell_lut5,242
mvt,none-unrolled,cell_lut6,1308
mvt,none-unrolled,cell_fdre,3775
