benchmark,type,key,value
gemm2,systolic-futil-no-opts,lut,367
gemm2,systolic-futil-no-opts,dsp,8
gemm2,systolic-futil-no-opts,meet_timing,1
gemm2,systolic-futil-no-opts,registers,100
gemm2,systolic-futil-no-opts,muxes,97
gemm2,systolic-futil-no-opts,clb_registers,490
gemm2,systolic-futil-no-opts,carry8,24
gemm2,systolic-futil-no-opts,f7_muxes,0
gemm2,systolic-futil-no-opts,f8_muxes,0
gemm2,systolic-futil-no-opts,f9_muxes,0
gemm2,systolic-futil-no-opts,clb,881
gemm2,systolic-futil-no-opts,cell_lut1,-1
gemm2,systolic-futil-no-opts,cell_lut2,10
gemm2,systolic-futil-no-opts,cell_lut3,-1
gemm2,systolic-futil-no-opts,cell_lut4,57
gemm2,systolic-futil-no-opts,cell_lut5,140
gemm2,systolic-futil-no-opts,cell_lut6,178
gemm2,systolic-futil-no-opts,cell_fdre,490
gemm6,systolic-futil-no-opts,lut,2486
gemm6,systolic-futil-no-opts,dsp,72
gemm6,systolic-futil-no-opts,meet_timing,1
gemm6,systolic-futil-no-opts,registers,716
gemm6,systolic-futil-no-opts,muxes,675
gemm6,systolic-futil-no-opts,clb_registers,4337
gemm6,systolic-futil-no-opts,carry8,216
gemm6,systolic-futil-no-opts,f7_muxes,0
gemm6,systolic-futil-no-opts,f8_muxes,0
gemm6,systolic-futil-no-opts,f9_muxes,0
gemm6,systolic-futil-no-opts,clb,7039
gemm6,systolic-futil-no-opts,cell_lut1,-1
gemm6,systolic-futil-no-opts,cell_lut2,713
gemm6,systolic-futil-no-opts,cell_lut3,726
gemm6,systolic-futil-no-opts,cell_lut4,219
gemm6,systolic-futil-no-opts,cell_lut5,622
gemm6,systolic-futil-no-opts,cell_lut6,1006
gemm6,systolic-futil-no-opts,cell_fdre,4337
gemm8,systolic-futil-no-opts,lut,3956
gemm8,systolic-futil-no-opts,dsp,128
gemm8,systolic-futil-no-opts,meet_timing,1
gemm8,systolic-futil-no-opts,registers,1228
gemm8,systolic-futil-no-opts,muxes,1157
gemm8,systolic-futil-no-opts,clb_registers,7687
gemm8,systolic-futil-no-opts,carry8,384
gemm8,systolic-futil-no-opts,f7_muxes,0
gemm8,systolic-futil-no-opts,f8_muxes,0
gemm8,systolic-futil-no-opts,f9_muxes,0
gemm8,systolic-futil-no-opts,clb,12027
gemm8,systolic-futil-no-opts,cell_lut1,-1
gemm8,systolic-futil-no-opts,cell_lut2,1672
gemm8,systolic-futil-no-opts,cell_lut3,1746
gemm8,systolic-futil-no-opts,cell_lut4,293
gemm8,systolic-futil-no-opts,cell_lut5,754
gemm8,systolic-futil-no-opts,cell_lut6,1331
gemm8,systolic-futil-no-opts,cell_fdre,7687
gemm4,systolic-futil-no-opts,lut,908
gemm4,systolic-futil-no-opts,dsp,32
gemm4,systolic-futil-no-opts,meet_timing,1
gemm4,systolic-futil-no-opts,registers,340
gemm4,systolic-futil-no-opts,muxes,320
gemm4,systolic-futil-no-opts,clb_registers,1938
gemm4,systolic-futil-no-opts,carry8,96
gemm4,systolic-futil-no-opts,f7_muxes,0
gemm4,systolic-futil-no-opts,f8_muxes,0
gemm4,systolic-futil-no-opts,f9_muxes,0
gemm4,systolic-futil-no-opts,clb,2942
gemm4,systolic-futil-no-opts,cell_lut1,-1
gemm4,systolic-futil-no-opts,cell_lut2,562
gemm4,systolic-futil-no-opts,cell_lut3,528
gemm4,systolic-futil-no-opts,cell_lut4,88
gemm4,systolic-futil-no-opts,cell_lut5,74
gemm4,systolic-futil-no-opts,cell_lut6,241
gemm4,systolic-futil-no-opts,cell_fdre,1938
