benchmark,type,key,value
mvt,none,cell_lut6,690
mvt,none,cell_fdre,2730
lu,none,lut,570
lu,none,dsp,6
lu,none,meet_timing,1
lu,none,registers,79
lu,none,muxes,111
lu,none,clb_registers,710
lu,none,carry8,20
lu,none,f7_muxes,0
lu,none,f8_muxes,0
lu,none,f9_muxes,0
lu,none,clb,1300
lu,none,cell_lut1,4
lu,none,cell_lut2,189
lu,none,cell_lut3,117
lu,none,cell_lut4,85
lu,none,cell_lut5,58
lu,none,cell_lut6,276
lu,none,cell_fdre,709
bicg,none,lut,287
bicg,none,dsp,6
bicg,none,meet_timing,1
bicg,none,registers,56
bicg,none,muxes,70
bicg,none,clb_registers,369
bicg,none,carry8,12
bicg,none,f7_muxes,0
bicg,none,f8_muxes,0
bicg,none,f9_muxes,0
bicg,none,clb,668
bicg,none,cell_lut1,-1
bicg,none,cell_lut2,180
bicg,none,cell_lut3,208
bicg,none,cell_lut4,14
bicg,none,cell_lut5,30
bicg,none,cell_lut6,41
bicg,none,cell_fdre,369
